Feature,Classifier,Accuracy,Normalization
mfccs_13_var,SVC,0.05333333333333334,Normalized
mfccs_13_var,XGB,0.1,Normalized
mfccs_14_var,KNN Euclidean,0.1,Scaled
mfccs_14_var,KNN Cosine,0.056666666666666664,Scaled
mfccs_14_var,Random Forest,0.07,Scaled
mfccs_14_var,SVC,0.09333333333333334,Scaled
mfccs_14_var,XGB,0.08333333333333333,Scaled
mfccs_14_var,KNN Euclidean,0.1,Normalized
mfccs_14_var,KNN Cosine,0.056666666666666664,Normalized
mfccs_14_var,Random Forest,0.07,Normalized
mfccs_14_var,SVC,0.06,Normalized
mfccs_14_var,XGB,0.08333333333333333,Normalized
mfccs_15_var,KNN Euclidean,0.1,Scaled
mfccs_15_var,KNN Cosine,0.09,Scaled
mfccs_15_var,Random Forest,0.11333333333333333,Scaled
mfccs_15_var,SVC,0.09666666666666666,Scaled
mfccs_15_var,XGB,0.10333333333333333,Scaled
mfccs_15_var,KNN Euclidean,0.1,Normalized
mfccs_15_var,KNN Cosine,0.09,Normalized
mfccs_15_var,Random Forest,0.11333333333333333,Normalized
mfccs_15_var,SVC,0.056666666666666664,Normalized
mfccs_15_var,XGB,0.10333333333333333,Normalized
mfccs_16_var,KNN Euclidean,0.08,Scaled
mfccs_16_var,KNN Cosine,0.06333333333333334,Scaled
mfccs_16_var,Random Forest,0.08333333333333333,Scaled
mfccs_16_var,SVC,0.10333333333333333,Scaled
mfccs_16_var,XGB,0.09,Scaled
mfccs_16_var,KNN Euclidean,0.08,Normalized
mfccs_16_var,KNN Cosine,0.06333333333333334,Normalized
mfccs_16_var,Random Forest,0.08333333333333333,Normalized
mfccs_16_var,SVC,0.05333333333333334,Normalized
mfccs_16_var,XGB,0.09,Normalized
mfccs_17_var,KNN Euclidean,0.09,Scaled
mfccs_17_var,KNN Cosine,0.09333333333333334,Scaled
mfccs_17_var,Random Forest,0.06666666666666667,Scaled
mfccs_17_var,SVC,0.11,Scaled
mfccs_17_var,XGB,0.08666666666666667,Scaled
mfccs_17_var,KNN Euclidean,0.09,Normalized
mfccs_17_var,KNN Cosine,0.09333333333333334,Normalized
mfccs_17_var,Random Forest,0.06666666666666667,Normalized
mfccs_17_var,SVC,0.056666666666666664,Normalized
mfccs_17_var,XGB,0.08666666666666667,Normalized
mfccs_18_var,KNN Euclidean,0.07333333333333333,Scaled
mfccs_18_var,KNN Cosine,0.043333333333333335,Scaled
mfccs_18_var,Random Forest,0.09,Scaled
mfccs_18_var,SVC,0.08,Scaled
mfccs_18_var,XGB,0.09,Scaled
mfccs_18_var,KNN Euclidean,0.07333333333333333,Normalized
mfccs_18_var,KNN Cosine,0.043333333333333335,Normalized
mfccs_18_var,Random Forest,0.09,Normalized
mfccs_18_var,SVC,0.06333333333333334,Normalized
mfccs_18_var,XGB,0.09,Normalized
mfccs_19_var,KNN Euclidean,0.07666666666666666,Scaled
mfccs_19_var,KNN Cosine,0.05333333333333334,Scaled
mfccs_19_var,Random Forest,0.05,Scaled
mfccs_19_var,SVC,0.08666666666666667,Scaled
mfccs_19_var,XGB,0.08666666666666667,Scaled
mfccs_19_var,KNN Euclidean,0.07666666666666666,Normalized
mfccs_19_var,KNN Cosine,0.05333333333333334,Normalized
mfccs_19_var,Random Forest,0.05,Normalized
mfccs_19_var,SVC,0.06,Normalized
mfccs_19_var,XGB,0.08666666666666667,Normalized
mfccs_20_var,KNN Euclidean,0.08,Scaled
mfccs_20_var,KNN Cosine,0.08333333333333333,Scaled
mfccs_20_var,Random Forest,0.09666666666666666,Scaled
mfccs_20_var,SVC,0.08333333333333333,Scaled
mfccs_20_var,XGB,0.08333333333333333,Scaled
mfccs_20_var,KNN Euclidean,0.08,Normalized
mfccs_20_var,KNN Cosine,0.08333333333333333,Normalized
mfccs_20_var,Random Forest,0.09666666666666666,Normalized
mfccs_20_var,SVC,0.056666666666666664,Normalized
mfccs_20_var,XGB,0.08333333333333333,Normalized
